"kingdom","phylum","class","order","family","genus","valid_name","scientificname","adult","adult_simple","adult_tidy","valid_AphiaID","rank"
"Animalia","Arthropoda","Hexapoda",NA,"Neanuridae","Anurida","Anurida maritima","Anurida maritima",NA,NA,NA," 118139","Species"
"Animalia","Chordata","Ascidiacea","Aplousobranchia","Polyclinidae","Aplidium","Aplidium glabrum","Aplidium glabrum","macrobenthos","Macrobenthos","Macrobenthos"," 103647","Species"
"Animalia","Platyhelminthes",NA,"Proseriata","Monocelididae","Archilopsis","Archilopsis spinosa","Archilopsis spinosa","turbellaria","Macrobenthos","Macrobenthos"," 143526","Species"
"Animalia","Annelida","Polychaeta",NA,"Arenicolidae","Arenicola","Arenicola marina","Arenicola marina","benthos","Macrobenthos","Macrobenthos"," 129868","Species"
"Animalia","Annelida","Polychaeta",NA,"Arenicolidae","Arenicolides","Arenicolides ecaudata","Arenicolides ecaudata","benthos","Macrobenthos","Macrobenthos"," 129870","Species"
"Animalia","Chordata","Ascidiacea","Phlebobranchia","Ascidiidae","Ascidiella","Ascidiella","Ascidiella","macrobenthos","Macrobenthos","Macrobenthos"," 103484","Genus"
"Animalia","Nematoda","Chromadorea","Araeolaimida","Axonolaimidae","Ascolaimus","Ascolaimus","Ascolaimus","meiobenthos","Macrobenthos","Macrobenthos","   2415","Genus"
"Plantae","Rhodophyta","Florideophyceae","Bonnemaisoniales","Bonnemaisoniaceae","Asparagopsis","Asparagopsis armata","Asparagopsis armata","macroalgae","Macroalgae","Macroalgae"," 144438","Species"
"Animalia","Gastrotricha",NA,"Chaetonotida","Chaetonotidae","Aspidiophorus","Aspidiophorus polystictos","Aspidiophorus polystictos","meiobenthos","Macrobenthos","Macrobenthos"," 114471","Species"
"Animalia","Gastrotricha",NA,"Chaetonotida","Chaetonotidae","Aspidiophorus","Aspidiophorus tentaculatus","Aspidiophorus tentaculatus","meiobenthos","Macrobenthos","Macrobenthos"," 114472","Species"
"Animalia","Echinodermata","Asteroidea","Paxillosida","Astropectinidae","Astropecten","Astropecten articulatus","Astropecten articulatus","benthos","Macrobenthos","Macrobenthos"," 158491","Species"
"Animalia","Platyhelminthes",NA,"Rhabdocoela","Promesostomidae","Astrotorhynchus","Astrotorhynchus bifidus","Astrotorhynchus bifidus","benthos","Macrobenthos","Macrobenthos"," 143384","Species"
"Animalia","Nematoda","Chromadorea","Chromadorida","Chromadoridae","Atrochromadora","Atrochromadora microlaima","Atrochromadora microlaima","meiobenthos","Macrobenthos","Macrobenthos"," 120675","Species"
"Animalia","Cnidaria","Hexacorallia","Actiniaria","Actiniidae","Aulactinia","Aulactinia marplatensis","Aulactinia marplatensis",NA,NA,NA," 283378","Species"
"Animalia","Cnidaria","Scyphozoa","Semaeostomeae","Ulmaridae","Aurelia","Aurelia","Aurelia","zooplankton","Other","Plankton"," 135263","Genus"
"Animalia","Mollusca","Bivalvia","Myida","Pholadidae","Barnea","Barnea candida","Barnea candida","benthos","Macrobenthos","Macrobenthos"," 140767","Species"
"Plantae","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Bathycoccus","Bathycoccus prasinos","Bathycoccus prasinos","algae","Other","Plankton"," 345459","Species"
"Animalia","Mollusca","Gastropoda","Littorinimorpha","Rissoidae","Benthonella","Benthonella","Benthonella","benthos","Macrobenthos","Macrobenthos"," 138441","Genus"
"Chromista","Ochrophyta","Bolidophyceae","Parmales","Triparmaceae","Bolidomonas","Bolidomonas","Bolidomonas","algae","Other","Plankton"," 345469","Genus"
"Plantae","Rhodophyta","Florideophyceae","Bonnemaisoniales","Bonnemaisoniaceae","Bonnemaisonia","Bonnemaisonia asparagoides","Bonnemaisonia asparagoides","macroalgae","Macroalgae","Macroalgae"," 144440","Species"
"Plantae","Rhodophyta","Florideophyceae","Bonnemaisoniales","Bonnemaisoniaceae","Bonnemaisonia","Bonnemaisonia clavata","Bonnemaisonia clavata","macroalgae","Macroalgae","Macroalgae"," 144441","Species"
"Chromista","Ochrophyta","Xanthophyceae","Mischococcales","Botrydiopsidaceae","Botrydiopsis","Botrydiopsis constricta","Botrydiopsis constricta","algae","Other","Plankton"," 616284","Species"
"Animalia","Chordata","Ascidiacea","Stolidobranchia","Styelidae","Botryllus","Botryllus schlosseri","Botryllus schlosseri","macrobenthos","Macrobenthos","Macrobenthos"," 103862","Species"
"Animalia","Arthropoda","Copepoda","Harpacticoida","Ectinosomatidae","Bradya","Bradya","Bradya","meiobenthos","Macrobenthos","Macrobenthos"," 115331","Genus"
"Animalia","Platyhelminthes",NA,"Rhabdocoela",NA,"Bresslauilla","Bresslauilla relicta","Bresslauilla relicta","benthos","Macrobenthos","Macrobenthos"," 142967","Species"
"Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Bugulidae","Bugulina","Bugulina fulva","Bugulina fulva","macrobenthos","Macrobenthos","Macrobenthos"," 834010","Species"
"Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Bugulidae","Bugulina","Bugulina turbinata","Bugulina turbinata","macrobenthos","Macrobenthos","Macrobenthos"," 834020","Species"
"Animalia","Platyhelminthes",NA,"Rhabdocoela","Byrsophlebidae","Byrsophlebs","Byrsophlebs delamarei","Byrsophlebs delamarei","benthos","Macrobenthos","Macrobenthos"," 143306","Species"
"Plantae","Rhodophyta","Florideophyceae","Gigartinales","Cystocloniaceae","Calliblepharis","Calliblepharis","Calliblepharis","macroalgae","Macroalgae","Macroalgae"," 144146","Genus"
"Plantae","Rhodophyta","Florideophyceae","Ceramiales","Callithamniaceae","Callithamnion","Callithamnion collabens","Callithamnion collabens","macroalgae","Macroalgae","Macroalgae"," 376035","Species"
"Animalia","Mollusca","Polyplacophora","Callochitonida","Callochitonidae","Callochiton","Callochiton septemvalvis","Callochiton septemvalvis","benthos","Macrobenthos","Macrobenthos"," 140132","Species"
"Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Calloporidae","Callopora","Callopora","Callopora","macrobenthos","Macrobenthos","Macrobenthos"," 110851","Genus"
"Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Calloporidae","Callopora","Callopora lineata","Callopora lineata","macrobenthos","Macrobenthos","Macrobenthos"," 111197","Species"
"Animalia","Cnidaria","Hydrozoa","Leptothecata","Campanulinidae","Calycella","Calycella syringa","Calycella syringa",NA,NA,NA," 117402","Species"
"Animalia","Nematoda","Enoplea","Enoplida","Enchelidiidae","Calyptronema","Calyptronema","Calyptronema",NA,NA,NA,"   2557","Genus"
"Animalia","Arthropoda","Copepoda","Calanoida","Candaciidae","Candacia","Candacia","Candacia","macroplankton","Other","Plankton"," 104157","Genus"
"Animalia","Arthropoda","Copepoda","Canuelloida","Canuellidae","Canuella","Canuella perplexa","Canuella perplexa","meiobenthos","Macrobenthos","Macrobenthos"," 115723","Species"
"Animalia","Annelida","Polychaeta",NA,"Capitellidae","Capitella","Capitella","Capitella","benthos","Macrobenthos","Macrobenthos"," 129211","Genus"
"Plantae","Rhodophyta","Florideophyceae","Gigartinales","Caulacanthaceae","Caulacanthus","Caulacanthus okamurae","Caulacanthus okamurae","macroalgae","Macroalgae","Macroalgae"," 496188","Species"
"Plantae","Rhodophyta","Florideophyceae","Ceramiales","Ceramiaceae","Ceramium","Ceramium","Ceramium","macroalgae","Macroalgae","Macroalgae"," 143834","Genus"
"Animalia","Gastrotricha",NA,"Chaetonotida","Chaetonotidae","Chaetonotus","Chaetonotus","Chaetonotus","meiobenthos","Macrobenthos","Macrobenthos"," 114427","Genus"
"Animalia","Mollusca","Bivalvia","Venerida","Veneridae","Chamelea","Chamelea striatula","Chamelea striatula","benthos","Macrobenthos","Macrobenthos"," 141908","Species"
"Plantae","Rhodophyta","Florideophyceae","Rhodymeniales","Champiaceae","Champia","Champia","Champia","macroalgae","Macroalgae","Macroalgae"," 144237","Genus"
"Animalia","Ctenophora","Tentaculata","Cydippida","Mertensiidae","Charistephane","Charistephane fugiens","Charistephane fugiens","macroplankton","Other","Plankton"," 106375","Species"
"Plantae","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlamydomonadaceae","Chlamydomonas","Chlamydomonas","Chlamydomonas","macroalgae","Macroalgae","Macroalgae"," 178583","Genus"
"Animalia","Annelida","Polychaeta","Amphinomida","Amphinomidae","Chloeia","Chloeia","Chloeia","benthos","Macrobenthos","Macrobenthos"," 129184","Genus"
"Plantae","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlamydomonadaceae","Chloromonas","Chloromonas nivalis","Chloromonas nivalis","algae","Other","Plankton"," 622620","Species"
"Animalia","Arthropoda","Copepoda","Siphonostomatoida","Nicothoidae","Choniosphaera","Choniosphaera maenadis","Choniosphaera maenadis",NA,NA,NA," 135906","Species"
"Chromista","Ochrophyta","Phaeophyceae","Chordales","Chordaceae","Chorda","Chorda filum","Chorda filum","macroalgae","Macroalgae","Macroalgae"," 145722","Species"
"Plantae","Rhodophyta","Florideophyceae","Ceramiales","Rhodomelaceae","Choreocolax","Choreocolax polysiphoniae","Choreocolax polysiphoniae","macroalgae","Macroalgae","Macroalgae"," 145609","Species"
"Plantae","Rhodophyta","Florideophyceae","Rhodymeniales","Champiaceae","Chylocladia","Chylocladia verticillata","Chylocladia verticillata","macroalgae","Macroalgae","Macroalgae"," 145808","Species"
"Animalia","Chordata","Ascidiacea","Phlebobranchia","Cionidae","Ciona","Ciona intestinalis","Ciona intestinalis","macrobenthos","Macrobenthos","Macrobenthos"," 103732","Species"
"Animalia","Annelida","Polychaeta","Sabellida","Serpulidae","Circeis","Circeis armoricana","Circeis armoricana","benthos","Macrobenthos","Macrobenthos"," 131198","Species"
"Animalia","Annelida","Polychaeta","Terebellida","Cirratulidae","Cirratulus","Cirratulus","Cirratulus","benthos","Macrobenthos","Macrobenthos"," 129243","Genus"
"Plantae","Chlorophyta","Ulvophyceae","Cladophorales","Cladophoraceae","Cladophora","Cladophora albida","Cladophora albida","macroalgae","Macroalgae","Macroalgae"," 145033","Species"
"Animalia","Porifera","Calcarea","Clathrinida","Clathrinidae","Clathrina","Clathrina","Clathrina","macrobenthos","Macrobenthos","Macrobenthos"," 131729","Genus"
"Animalia","Chordata","Ascidiacea","Aplousobranchia","Clavelinidae","Clavelina","Clavelina meridionalis","Clavelina meridionalis","macrobenthos","Macrobenthos","Macrobenthos"," 250313","Species"
"Animalia","Cnidaria","Hydrozoa","Leptothecata","Campanulariidae","Clytia","Clytia gracilis","Clytia gracilis",NA,NA,NA," 117367","Species"
"Animalia","Cnidaria","Hydrozoa","Leptothecata","Campanulariidae","Clytia","Clytia paulensis","Clytia paulensis",NA,NA,NA," 117373","Species"
"Chromista","Ochrophyta","Phaeophyceae","Fucales","Sargassaceae","Coccophora","Coccophora langsdorfii","Coccophora langsdorfii","algae","Other","Plankton"," 372015","Species"
"Animalia","Platyhelminthes",NA,"Proseriata","Coelogynoporidae","Coelogynopora","Coelogynopora tenuis","Coelogynopora tenuis","turbellaria","Macrobenthos","Macrobenthos"," 143509","Species"
"Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Electridae","Conopeum","Conopeum reticulum","Conopeum reticulum","macrobenthos","Macrobenthos","Macrobenthos"," 111351","Species"
"Animalia","Chordata","Ascidiacea","Phlebobranchia","Corellidae","Corella","Corella eumyota","Corella eumyota","macrobenthos","Macrobenthos","Macrobenthos"," 173223","Species"
"Animalia","Chordata","Ascidiacea","Phlebobranchia","Corellidae","Corella","Corella inflata","Corella inflata","macrobenthos","Macrobenthos","Macrobenthos"," 250375","Species"
"Animalia","Cnidaria","Hexacorallia","Corallimorpharia","Corallimorphidae","Corynactis","Corynactis","Corynactis","macrobenthos","Macrobenthos","Macrobenthos"," 100785","Genus"
"Animalia","Bryozoa","Stenolaemata","Cyclostomatida","Crisiidae","Crisia","Crisia aculeata","Crisia aculeata","macrobenthos","Macrobenthos","Macrobenthos"," 111690","Species"
"Animalia","Bryozoa","Stenolaemata","Cyclostomatida","Crisiidae","Crisia","Crisia denticulata","Crisia denticulata","macrobenthos","Macrobenthos","Macrobenthos"," 111695","Species"
"Animalia","Bryozoa","Stenolaemata","Cyclostomatida","Crisiidae","Crisia","Crisia eburnea","Crisia eburnea","macrobenthos","Macrobenthos","Macrobenthos"," 111696","Species"
"Animalia","Bryozoa","Stenolaemata","Cyclostomatida","Crisiidae","Crisia","Crisia sigmoidea","Crisia sigmoidea","macrobenthos","Macrobenthos","Macrobenthos"," 111704","Species"
"Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Bugulidae","Crisularia","Crisularia plumosa","Crisularia plumosa","macrobenthos","Macrobenthos","Macrobenthos"," 834039","Species"
"Plantae","Rhodophyta","Florideophyceae","Ceramiales","Callithamniaceae","Crouania","Crouania attenuata","Crouania attenuata","macroalgae","Macroalgae","Macroalgae"," 144575","Species"
"Plantae","Chlorophyta","Mamiellophyceae","Dolichomastigales","Dolichomastigaceae","Crustomastix","Crustomastix","Crustomastix","algae","Other","Plankton"," 369536","Genus"
"Plantae","Rhodophyta","Florideophyceae","Ceramiales","Delesseriaceae","Cryptopleura","Cryptopleura ramosa","Cryptopleura ramosa","macroalgae","Macroalgae","Macroalgae"," 144743","Species"
"Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Cryptosulidae","Cryptosula","Cryptosula pallasiana","Cryptosula pallasiana","macrobenthos","Macrobenthos","Macrobenthos"," 111343","Species"
"Plantae","Rhodophyta","Florideophyceae","Gigartinales","Cystocloniaceae","Cystoclonium","Cystoclonium purpureum","Cystoclonium purpureum","macroalgae","Macroalgae","Macroalgae"," 145615","Species"
"Animalia","Arthropoda","Ostracoda","Podocopida","Cytheridae","Cythere","Cythere lutea","Cythere lutea","benthos","Macrobenthos","Macrobenthos"," 127969","Species"
"Animalia","Arthropoda","Copepoda","Harpacticoida","Dactylopusiidae","Dactylopusia","Dactylopusia pauciarticulata","Dactylopusia pauciarticulata","meiobenthos","Macrobenthos","Macrobenthos"," 416368","Species"
"Animalia","Nematoda","Chromadorea","Monhysterida","Xyalidae","Daptonema","Daptonema normandicum","Daptonema normandicum","meiobenthos","Macrobenthos","Macrobenthos"," 121540","Species"
"Plantae","Rhodophyta","Florideophyceae","Ceramiales","Delesseriaceae","Dasya","Dasya collabens","Dasya collabens","macroalgae","Macroalgae","Macroalgae"," 372404","Species"
"Animalia","Annelida","Polychaeta",NA,"Capitellidae","Dasybranchus","Dasybranchus caducus","Dasybranchus caducus","megabenthos","Macrobenthos","Macrobenthos"," 129881","Species"
"Plantae","Rhodophyta","Florideophyceae","Ceramiales","Delesseriaceae","Delesseria","Delesseria","Delesseria","macroalgae","Macroalgae","Macroalgae"," 143883","Genus"
"Animalia","Nematoda","Chromadorea","Desmodorida","Desmodoridae","Desmodora","Desmodora communis","Desmodora communis","meiobenthos","Macrobenthos","Macrobenthos"," 120964","Species"
"Plantae","Rhodophyta","Florideophyceae","Gigartinales","Dicranemataceae","Dicranema","Dicranema revolutum","Dicranema revolutum","algae","Other","Plankton"," 371362","Species"
"Animalia","Platyhelminthes",NA,"Rhabdocoela","Temnocephalidae","Didymorchis","Didymorchis","Didymorchis","benthos","Macrobenthos","Macrobenthos"," 479468","Genus"
"Animalia","Mollusca","Gastropoda","Lepetellida","Fissurellidae","Diodora","Diodora graeca","Diodora graeca","benthos","Macrobenthos","Macrobenthos"," 139951","Species"
"Animalia","Nematoda","Chromadorea","Rhabditida","Diplogastridae","Diplogasteroides","Diplogasteroides magnus","Diplogasteroides magnus",NA,NA,NA,"1299982","Species"
"Animalia","Nematoda","Chromadorea","Rhabditida","Diplogastridae","Diplogastrellus","Diplogastrellus gracilis","Diplogastrellus gracilis",NA,NA,NA,"1299683","Species"
"Animalia","Bryozoa","Stenolaemata","Cyclostomatida","Lichenoporidae","Disporella","Disporella","Disporella","macrobenthos","Macrobenthos","Macrobenthos"," 111044","Genus"
"Animalia","Cnidaria","Hydrozoa","Anthoathecata","Stylasteridae","Distichopora","Distichopora anceps","Distichopora anceps","macrobenthos","Macrobenthos","Macrobenthos"," 288316","Species"
"Chromista","Ochrophyta","Phaeophyceae","Dictyotales","Dictyotaceae","Distromium","Distromium decumbens","Distromium decumbens","algae","Other","Plankton"," 372007","Species"
"Animalia","Annelida","Polychaeta","Terebellida","Cirratulidae","Dodecaceria","Dodecaceria concharum","Dodecaceria concharum","benthos","Macrobenthos","Macrobenthos"," 129967","Species"
"Animalia","Chordata","Thaliacea","Doliolida","Doliolidae","Doliolum","Doliolum nationalis","Doliolum nationalis","zooplankton","Other","Plankton"," 137247","Species"
"Animalia","Mollusca","Bivalvia","Cardiida","Donacidae","Donax","Donax","Donax","benthos","Macrobenthos","Macrobenthos"," 137906","Genus"
"Animalia","Arthropoda","Copepoda","Cyclopoida","Notodelphyidae","Doropygus","Doropygus rigidus","Doropygus rigidus",NA,NA,NA," 351173","Species"
"Animalia","Cnidaria","Hydrozoa","Anthoathecata","Tubulariidae","Ectopleura","Ectopleura dumortierii","Ectopleura dumortierii",NA,NA,NA," 117982","Species"
"Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Electridae","Electra","Electra pilosa","Electra pilosa","macrobenthos","Macrobenthos","Macrobenthos","1789435","Species"
"Animalia","Mollusca","Gastropoda",NA,"Plakobranchidae","Elysia","Elysia viridis","Elysia viridis","benthos","Macrobenthos","Macrobenthos"," 139686","Species"
"Animalia","Annelida","Clitellata","Enchytraeida","Enchytraeidae","Enchytraeus","Enchytraeus","Enchytraeus","benthos","Macrobenthos","Macrobenthos"," 137347","Genus"
"Animalia","Arthropoda","Pycnogonida","Pantopoda","Endeidae","Endeis","Endeis","Endeis","macrobenthos","Macrobenthos","Macrobenthos"," 134588","Genus"
"Animalia","Nematoda","Enoplea","Enoplida","Enoplidae","Enoplus","Enoplus","Enoplus","meiobenthos","Macrobenthos","Macrobenthos","   2504","Genus"
"Animalia","Mollusca","Bivalvia","Adapedonta","Pharidae","Ensis","Ensis siliqua","Ensis siliqua","benthos","Macrobenthos","Macrobenthos"," 140735","Species"
"Animalia","Porifera","Demospongiae","Spongillida","Spongillidae","Ephydatia","Ephydatia muelleri","Ephydatia muelleri","macrobenthos","Macrobenthos","Macrobenthos"," 167151","Species"
"Animalia","Cnidaria","Octocorallia","Scleralcyonacea","Erythropodiidae","Erythropodium","Erythropodium caribaeorum","Erythropodium caribaeorum","megabenthos","Macrobenthos","Macrobenthos"," 289919","Species"
"Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Exochellidae","Escharoides","Escharoides coccinea","Escharoides coccinea","macrobenthos","Macrobenthos","Macrobenthos"," 111498","Species"
"Animalia","Arthropoda","Copepoda","Cyclopoida","Cyclopidae","Eucyclops","Eucyclops","Eucyclops","zooplankton","Other","Plankton"," 149781","Genus"
"Animalia","Annelida","Polychaeta","Sabellida","Serpulidae","Eulaeospira","Eulaeospira convexis","Eulaeospira convexis","benthos","Macrobenthos","Macrobenthos"," 751351","Species"
"Animalia","Cnidaria","Hydrozoa","Anthoathecata","Corymorphidae","Euphysa","Euphysa tentaculata","Euphysa tentaculata",NA,NA,NA," 117564","Species"
"Animalia","Bryozoa","Stenolaemata","Cyclostomatida","Crisiidae","Filicrisia","Filicrisia geniculata","Filicrisia geniculata","macrobenthos","Macrobenthos","Macrobenthos"," 111708","Species"
"Animalia","Annelida","Polychaeta","Sabellida","Serpulidae","Filograna","Filograna implexa","Filograna implexa","benthos","Macrobenthos","Macrobenthos"," 130989","Species"
"Animalia","Bryozoa","Gymnolaemata","Ctenostomatida","Flustrellidridae","Flustrellidra","Flustrellidra hispida","Flustrellidra hispida","macrobenthos","Macrobenthos","Macrobenthos"," 111621","Species"
"Animalia","Cnidaria","Hydrozoa","Siphonophorae","Forskaliidae","Forskalia","Forskalia tholoides","Forskalia tholoides",NA,NA,NA," 196539","Species"
"Chromista","Ochrophyta","Phaeophyceae","Fucales","Fucaceae","Fucus","Fucus ceranoides","Fucus ceranoides","macroalgae","Macroalgae","Macroalgae"," 145542","Species"
"Plantae","Rhodophyta","Florideophyceae","Rhodymeniales","Champiaceae","Gastroclonium","Gastroclonium pacificum","Gastroclonium pacificum","macroalgae","Macroalgae","Macroalgae"," 372280","Species"
"Animalia","Annelida","Polychaeta","Phyllodocida","Polynoidae","Gastrolepidia","Gastrolepidia clavigera","Gastrolepidia clavigera","macrobenthos","Macrobenthos","Macrobenthos"," 221114","Species"
"Animalia","Mollusca","Gastropoda","Trochida","Trochidae","Gibbula","Gibbula zonata","Gibbula zonata","benthos","Macrobenthos","Macrobenthos"," 225130","Species"
"Chromista","Ochrophyta","Pinguiophyceae","Pinguiochrysidales","Pinguiochrysidaceae","Glossomastix","Glossomastix chrysoplasta","Glossomastix chrysoplasta","algae","Other","Plankton"," 376357","Species"
"Animalia","Annelida","Polychaeta","Phyllodocida","Glyceridae","Glycera","Glycera","Glycera","benthos","Macrobenthos","Macrobenthos"," 129296","Genus"
"Animalia","Annelida","Polychaeta","Phyllodocida","Goniadidae","Glycinde","Glycinde multidens","Glycinde multidens","benthos","Macrobenthos","Macrobenthos"," 155098","Species"
"Animalia","Cnidaria","Hydrozoa","Leptothecata","Haleciidae","Halecium","Halecium beanii","Halecium beanii",NA,NA,NA," 157947","Species"
"Animalia","Cnidaria","Hydrozoa","Leptothecata","Haleciidae","Halecium","Halecium halecinum","Halecium halecinum",NA,NA,NA," 231751","Species"
"Animalia","Cnidaria","Hydrozoa","Leptothecata","Haleciidae","Halecium","Halecium labrosum","Halecium labrosum",NA,NA,NA," 117591","Species"
"Animalia","Cnidaria","Hydrozoa","Leptothecata","Haleciidae","Halecium","Halecium pusillum","Halecium pusillum",NA,NA,NA," 117602","Species"
"Animalia","Gastrotricha",NA,"Chaetonotida","Chaetonotidae","Halichaetonotus","Halichaetonotus paradoxus","Halichaetonotus paradoxus","meiobenthos","Macrobenthos","Macrobenthos"," 114520","Species"
"Animalia","Mollusca","Gastropoda","Lepetellida","Haliotidae","Haliotis","Haliotis","Haliotis","benthos","Macrobenthos","Macrobenthos"," 138050","Genus"
"Animalia","Nematoda","Chromadorea","Monhysterida","Monhysteridae","Halomonhystera","Halomonhystera disjuncta","Halomonhystera disjuncta","meiobenthos","Macrobenthos","Macrobenthos"," 468111","Species"
"Plantae","Rhodophyta","Florideophyceae","Ceramiales","Wrangeliaceae","Halurus","Halurus flosculosus","Halurus flosculosus","macroalgae","Macroalgae","Macroalgae"," 144595","Species"
"Animalia","Annelida","Polychaeta","Phyllodocida","Polynoidae","Harmothoe","Harmothoe impar","Harmothoe impar","macrobenthos","Macrobenthos","Macrobenthos"," 130770","Species"
"Animalia","Arthropoda","Copepoda","Harpacticoida","Harpacticidae","Harpacticus","Harpacticus","Harpacticus","meiobenthos","Macrobenthos","Macrobenthos"," 115349","Genus"
"Plantae","Rhodophyta","Florideophyceae","Ceramiales","Rhodomelaceae","Harveyella","Harveyella mirabilis","Harveyella mirabilis","macroalgae","Macroalgae","Macroalgae"," 145610","Species"
"Animalia","Annelida","Polychaeta","Phyllodocida","Polynoidae","Hermenia","Hermenia verruculosa","Hermenia verruculosa","macrobenthos","Macrobenthos","Macrobenthos"," 328326","Species"
"Animalia","Annelida","Clitellata","Tubificida","Naididae","Heterodrilus","Heterodrilus","Heterodrilus","benthos","Macrobenthos","Macrobenthos"," 137382","Genus"
"Animalia","Annelida","Polychaeta",NA,"Capitellidae","Heteromastus","Heteromastus filiformis","Heteromastus filiformis","macrobenthos","Macrobenthos","Macrobenthos"," 129884","Species"
"Plantae","Rhodophyta","Florideophyceae","Ceramiales","Delesseriaceae","Heterosiphonia","Heterosiphonia plumosa","Heterosiphonia plumosa","macroalgae","Macroalgae","Macroalgae"," 144732","Species"
"Animalia","Mollusca","Bivalvia","Adapedonta","Hiatellidae","Hiatella","Hiatella arctica","Hiatella arctica","benthos","Macrobenthos","Macrobenthos"," 140103","Species"
"Plantae","Rhodophyta","Florideophyceae","Hildenbrandiales","Hildenbrandiaceae","Hildenbrandia","Hildenbrandia rubra","Hildenbrandia rubra","macroalgae","Macroalgae","Macroalgae"," 145712","Species"
"Animalia","Arthropoda","Malacostraca","Decapoda","Hippolytidae","Hippolyte","Hippolyte varians","Hippolyte varians","macrobenthos","Macrobenthos","Macrobenthos"," 107518","Species"
"Animalia","Arthropoda","Ostracoda","Podocopida","Cytheruridae","Howeina","Howeina camptocytheroidea","Howeina camptocytheroidea","benthos","Macrobenthos","Macrobenthos"," 461139","Species"
"Animalia","Cnidaria","Hydrozoa","Anthoathecata","Hydractiniidae","Hydractinia","Hydractinia echinata","Hydractinia echinata",NA,NA,NA," 117644","Species"
"Animalia","Cnidaria","Hydrozoa","Leptothecata","Lovenellidae","Hydranthea","Hydranthea margarica","Hydranthea margarica",NA,NA,NA," 117610","Species"
"Plantae","Rhodophyta","Florideophyceae","Corallinales","Hydrolithaceae","Hydrolithon","Hydrolithon improcerum","Hydrolithon improcerum","macroalgae","Macroalgae","Macroalgae"," 372894","Species"
"Animalia","Porifera","Demospongiae","Suberitida","Halichondriidae","Hymeniacidon","Hymeniacidon kitchingi","Hymeniacidon kitchingi","macrobenthos","Macrobenthos","Macrobenthos"," 132655","Species"
"Plantae","Rhodophyta","Florideophyceae","Ceramiales","Delesseriaceae","Hypoglossum","Hypoglossum hypoglossoides","Hypoglossum hypoglossoides","macroalgae","Macroalgae","Macroalgae"," 144756","Species"
